"gene","rloop_density"
"FABP7",0.69
"FABP9",0.88
"FADD",8.85
"FADS1",6.82
"FADS2",1.53
"FADS3",1.52
"FADS6",1
"FAF1",1.26
"FAF2",1.74
"FAH",1.28
"FAHD1",1.57
"FAHD2A",2.11
"FAHD2B",1.58
"FAHD2CP",2.36
"FAIM",1.56
"FAIM2",0.89
"FALEC",1
"FAM102A",9.18
"FAM102B",1.03
"FAM103A1",1.12
"FAM104A",1.43
"FAM104B",0.96
"FAM105A",1.18
"FAM106A",1.21
"FAM106B",1.46
"FAM106CP",1.23
"FAM107A",0.89
"FAM107B",0.93
"FAM109A",2.07
"FAM109B",1.24
"FAM110A",1.9
"FAM110B",0.83
"FAM110C",0.82
"FAM110D",2.13
"FAM111A",1.31
"FAM111B",2.4
"FAM114A1",1.22
"FAM114A2",0.85
"FAM117A",1.13
"FAM117B",1.07
"FAM118A",2.85
"FAM118B",1.2
"FAM120A",1.91
"FAM120AOS",4.63
"FAM120B",1.74
"FAM120C",1.35
"FAM122A",1.01
"FAM122B",1.08
"FAM122C",1.3
"FAM124A",0.89
"FAM124B",0.85
"FAM126A",0.87
"FAM126B",1.11
"FAM127A",2.01
"FAM127B",2.93
"FAM127C",4.57
"FAM129A",0.75
"FAM129B",3.75
"FAM129C",1.39
"FAM131A",10.22
"FAM131B",0.82
"FAM131C",1.63
"FAM132A",5.44
"FAM133A",0.78
"FAM133B",1.96
"FAM133CP",1.1
"FAM133DP",1.47
"FAM134A",1.7
"FAM134B",0.92
"FAM134C",1.72
"FAM135A",0.85
"FAM135B",0.84
"FAM136A",6.35
"FAM138A",0.52
"FAM138B",0.66
"FAM138D",0.6
"FAM138E",0.57
"FAM13A",0.97
"FAM13A-AS1",1.62
"FAM13B",1.23
"FAM13C",0.82
"FAM149A",1.08
"FAM149B1",1.32
"FAM150A",0.84
"FAM150B",1.12
"FAM151A",1.69
"FAM151B",0.95
"FAM153A",0.72
"FAM153B",0.73
"FAM153C",0.74
"FAM155A",0.9
"FAM155A-IT1",0.87
"FAM155B",1.31
"FAM156A",1.42
"FAM156B",2.12
"FAM157A",0.79
"FAM157B",0.8
"FAM157C",0.76
"FAM159A",0.95
"FAM159B",0.81
"FAM160A1",0.95
"FAM160A2",1.4
"FAM160B1",1.04
"FAM160B2",5.91
"FAM161A",0.91
"FAM161B",1.69
"FAM162A",1.31
"FAM162B",0.75
"FAM163A",0.77
"FAM163B",1.06
"FAM166A",7.25
"FAM166B",2.09
"FAM167A",1.14
"FAM167A-AS1",0.96
"FAM167B",1.35
"FAM168A",1.62
"FAM168B",2.22
"FAM169A",1.08
"FAM169B",0.83
"FAM170A",0.84
"FAM170B",0.89
"FAM170B-AS1",0.83
"FAM171A1",1.04
"FAM171A2",3.28
"FAM171B",0.87
"FAM172A",0.89
"FAM172BP",0.7
"FAM173A",19.86
"FAM173B",0.88
"FAM174A",0.97
"FAM174B",2.64
"FAM175A",1.17
"FAM175B",1.3
"FAM177A1",1.19
"FAM177B",0.97
"FAM178B",1.51
"FAM180A",0.86
"FAM180B",2.2
"FAM181A",1.01
"FAM181A-AS1",0.84
"FAM181B",0.9
"FAM182A",0.73
"FAM182B",0.75
"FAM183A",1.19
"FAM183BP",0.71
"FAM183CP",0.89
"FAM184A",0.86
"FAM184B",1.01
"FAM185A",1.21
"FAM186A",0.92
"FAM186B",1.76
"FAM187B",0.7
"FAM188A",1
"FAM188B",1.16
"FAM189A1",0.93
"FAM189A2",0.92
"FAM189B",1.74
"FAM192A",1.48
"FAM193A",1.93
"FAM193B",2.94
"FAM196A",1.45
"FAM196B",0.73
"FAM198A",1.02
"FAM198B",0.91
"FAM199X",1.06
"FAM19A1",0.82
"FAM19A2",0.78
"FAM19A3",0.93
"FAM19A4",0.82
"FAM19A5",1.48
"FAM200A",0.82
"FAM200B",1.22
"FAM201A",8
"FAM201B",1.14
"FAM204A",1.26
"FAM205A",0.9
"FAM205BP",0.8
"FAM205C",0.79
"FAM206A",1.68
"FAM207A",4.26
"FAM208A",1.24
"FAM208B",1.23
"FAM209A",0.83
"FAM209B",1.27
"FAM20A",1.11
"FAM20B",2.25
"FAM20C",1.7
"FAM210A",1.45
"FAM210B",1.3
"FAM212A",1.82
"FAM212B",1.98
"FAM212B-AS1",1.6
"FAM213A",1.6
"FAM213B",3.72
"FAM214A",1.18
"FAM214B",1.62
"FAM215A",0.97
"FAM216A",1.66
"FAM216B",0.86
"FAM217A",0.98
"FAM217B",1.39
"FAM218A",1.2
"FAM219A",1.27
"FAM219B",6.09
"FAM21EP",0.97
"FAM220A",1.52
"FAM221A",1.14
"FAM221B",0.92
"FAM222A",1.49
"FAM222A-AS1",1.49
"FAM222B",2.06
"FAM223A",0.97
"FAM225A",1.53
"FAM225B",1.43
"FAM226A",1.76
"FAM227A",1.27
"FAM227B",0.77
"FAM228A",0.71
"FAM228B",1.21
"FAM229A",18.62
"FAM229B",0.83
"FAM230A",0.77
"FAM230B",0.86
"FAM230C",0.83
"FAM231A",0.65
"FAM231B",0.82
"FAM231C",0.64
"FAM231D",1.04
"FAM234A",1.9
"FAM234B",1.05
"FAM236A",1.48
"FAM24A",0.8
"FAM24B",1.63
"FAM24B-CUZD1",1.63
"FAM25A",0.78
"FAM25BP",0.84
"FAM25C",0.69
"FAM25G",0.69
"FAM26D",0.88
"FAM26E",0.75
"FAM26F",0.96
"FAM27B",0.83
"FAM27C",0.83
"FAM27E2",0.62
"FAM27E3",0.71
"FAM27E5",0.7
"FAM30A",0.91
"FAM30C",0.74
"FAM32A",10.59
"FAM35A",1.39
"FAM35BP",0.83
"FAM35DP",0.81
"FAM3A",4.39
"FAM3B",0.82
"FAM3C",1.18
"FAM3D",0.95
"FAM3D-AS1",0.87
"FAM41C",0.95
"FAM43A",1.35
"FAM43B",1.04
"FAM45A",1.33
"FAM45BP",0.67
"FAM46A",1.2
"FAM46B",4.4
"FAM46C",0.81
"FAM46D",0.89
"FAM47A",0.79
"FAM47B",1.07
"FAM47C",0.88
"FAM47E",1.08
"FAM47E-STBD1",1.08
"FAM49A",0.79
"FAM49B",1.2
"FAM50A",1.34
"FAM50B",1.55
"FAM53A",1.11
"FAM53B",2.08
"FAM53B-AS1",1.28
"FAM53C",3.76
"FAM57A",2.46
"FAM57B",1.59
"FAM58A",2.29
"FAM60A",2.89
"FAM63A",2.37
"FAM63B",1.07
"FAM64A",2.12
"FAM65A",5.47
"FAM65B",0.84
"FAM65C",1.56
"FAM66A",0.94
"FAM66B",0.9
"FAM66C",1.1
"FAM66D",0.86
"FAM66E",0.94
"FAM69A",1.1
"FAM69B",7.48
"FAM69C",0.98
"FAM71A",1.08
"FAM71B",0.8
"FAM71C",0.96
"FAM71D",0.86
"FAM71E1",2.2
"FAM71E2",1.09
"FAM71F1",0.85
"FAM71F2",1.36
"FAM72A",1.22
"FAM72B",0.99
"FAM72C",1.07
"FAM72D",1.24
"FAM74A1",0.81
"FAM74A3",0.73
"FAM74A4",0.81
"FAM74A7",0.97
"FAM76A",1.08
"FAM76B",1.48
"FAM78A",1.02
"FAM78B",0.87
"FAM81A",0.98
"FAM81B",0.85
"FAM83A",0.99
"FAM83A-AS1",1.16
"FAM83B",1.16
"FAM83C",1.84
"FAM83C-AS1",8.23
"FAM83D",2.72
"FAM83E",8.58
"FAM83F",0.94
"FAM83G",5.96
"FAM83H",9.4
"FAM83H-AS1",5.92
"FAM84A",1.11
"FAM84B",7.48
"FAM86B1",2.94
"FAM86B2",3.14
"FAM86B3P",1.77
"FAM86C1",2.33
"FAM86C2P",2.58
"FAM86DP",2.82
"FAM86EP",3.07
"FAM86FP",2.75
"FAM86HP",2.56
"FAM86JP",3.07
"FAM87A",0.89
"FAM87B",1.06
"FAM89A",1.14
"FAM89B",16.24
"FAM8A1",1.23
"FAM90A1",1.09
"FAM90A10P",0.97
"FAM90A25P",1.07
"FAM90A27P",0.8
"FAM90A2P",1.37
"FAM90A7P",0.91
"FAM91A1",1.6
"FAM92A",1.59
"FAM92A1P2",0.86
"FAM92B",0.8
"FAM95A",0.97
"FAM95B1",0.76
"FAM95C",1.38
"FAM96A",1.2
"FAM96B",2.93
"FAM98A",1.23
"FAM98B",1.64
"FAM98C",4.94
"FAM99A",1.04
"FAM99B",1.08
"FAM9A",0.78
"FAM9B",0.86
"FAM9C",0.87
"FAN1",1.31
"FANCA",2.85
"FANCB",1.27
"FANCC",1.37
"FANCD2",1.36
"FANCD2OS",1.44
"FANCE",2.5
"FANCF",1.55
"FANCG",2.38
"FANCI",2.07
"FANCL",1.26
"FANCM",0.98
"FANK1",1.01
"FANK1-AS1",1.35
"FAP",0.82
"FAR1",1.32
"FAR2",0.93
"FAR2P1",1.1
"FAR2P2",0.75
"FARP1",1.46
"FARP2",1.43
"FARS2",0.96
"FARSA",6.25
"FARSB",1.19
"FAS",0.86
"FAS-AS1",1.44
"FASLG",0.88
"FASN",26.03
"FASTK",9.59
"FASTKD1",0.96
"FASTKD2",1.72
"FASTKD3",1.14
"FASTKD5",1.18
"FAT1",1.25
"FAT2",0.9
"FAT3",0.88
"FAT4",0.77
"FATE1",0.8
"FAU",8.42
"FAXC",0.92
"FAXDC2",1.88
"FBF1",2.26
"FBL",4.53
"FBLIM1",2.28
"FBLL1",1.07
"FBLN1",1.25
"FBLN2",0.83
"FBLN5",0.8
"FBLN7",1
"FBN1",0.9
"FBN2",0.81
"FBN3",1.07
"FBP1",1.66
"FBP2",3.13
"FBRS",4.94
"FBRSL1",4.02
"FBXL12",4
"FBXL13",0.89
"FBXL14",1.3
"FBXL15",7.37
"FBXL16",8.87
"FBXL17",0.93
"FBXL18",2.28
"FBXL19",3.16
"FBXL19-AS1",4.18
"FBXL2",1.2
"FBXL20",1.2
"FBXL21",0.83
"FBXL22",5.17
"FBXL3",1.48
"FBXL4",1.18
"FBXL5",1.21
"FBXL6",3.1
"FBXL7",0.78
"FBXL8",4.7
"FBXO10",1.64
"FBXO11",1.5
"FBXO15",0.95
"FBXO16",1.15
"FBXO17",2.24
"FBXO18",1.55
"FBXO2",2.13
"FBXO21",2.32
"FBXO22",1.47
"FBXO22-AS1",2.22
"FBXO24",2.08
"FBXO25",0.94
"FBXO27",1.54
"FBXO28",1.55
"FBXO3",0.94
"FBXO3-AS1",0.96
"FBXO30",1.19
"FBXO31",2.28
"FBXO32",1.53
"FBXO33",1.04
"FBXO34",1.32
"FBXO36",1.42
"FBXO38",1.22
"FBXO39",0.92
"FBXO4",1.36
"FBXO40",0.8
"FBXO41",8.13
"FBXO42",1.4
"FBXO43",0.8
"FBXO44",1.72
"FBXO45",1
"FBXO46",3.74
"FBXO47",1.02
"FBXO48",0.81
"FBXO5",2.3
"FBXO6",3.62
"FBXO7",1.87
"FBXO8",0.81
"FBXO9",1.12
"FBXW10",1.06
"FBXW11",1.23
"FBXW12",0.86
"FBXW2",1.24
"FBXW4",2.2
"FBXW4P1",1.74
"FBXW5",12.32
"FBXW7",1.05
"FBXW7-AS1",0.7
"FBXW8",1.61
"FBXW9",5.76
"FCAMR",0.68
"FCAR",1.08
"FCER1A",0.75
"FCER1G",2.13
"FCER2",1.85
"FCF1",1.33
"FCF1P2",2.83
"FCGBP",0.91
"FCGR1A",0.96
"FCGR1B",0.89
"FCGR1CP",0.81
"FCGR2A",0.82
"FCGR2B",0.94
"FCGR2C",0.89
"FCGR3A",0.74
"FCGR3B",0.81
"FCGRT",1.22
"FCHO1",2.38
"FCHO2",1.06
"FCHSD1",3.08
"FCHSD2",1.13
"FCMR",1.67
"FCN1",0.89
"FCN2",1.15
"FCN3",1.45
"FCRL1",0.85
"FCRL2",0.88
"FCRL3",0.77
"FCRL4",0.72
"FCRL5",0.81
"FCRL6",0.79
"FCRLA",0.92
"FCRLB",2.53
"FDCSP",0.82
"FDFT1",1.68
"FDPS",5.08
"FDPSP2",1.36
"FDX1",1.24
"FDX1L",7.79
"FDXACB1",0.95
"FDXR",2.93
"FECH",1.06
"FEM1A",9.71
"FEM1B",1.58
"FEM1C",1.34
"FEN1",2.55
"FENDRR",0.74
"FER",0.87
"FER1L4",3.02
"FER1L5",0.99
"FER1L6",0.63
"FER1L6-AS1",0.63
"FER1L6-AS2",0.59
"FERD3L",0.76
"FERMT1",1.14
"FERMT2",0.81
"FERMT3",5.56
"FES",1.85
"FETUB",0.72
"FEV",1.05
"FEZ1",0.92
"FEZ2",1.59
"FEZF1",1.09
"FEZF1-AS1",0.77
"FEZF2",0.69
"FFAR1",1.75
"FFAR2",0.81
"FFAR3",0.71
"FFAR4",0.75
"FGA",0.86
"FGB",0.84
"FGD1",1.81
"FGD2",0.96
"FGD3",2.45
"FGD4",1.03
"FGD5",0.76
"FGD5-AS1",2.84
"FGD5P1",0.92
"FGD6",1.09
"FGF1",0.86
"FGF10",0.83
"FGF10-AS1",0.79
"FGF11",3.68
"FGF12",0.76
"FGF12-AS1",0.68
"FGF12-AS3",1.16
"FGF13",0.83
"FGF13-AS1",0.82
"FGF14",0.85
"FGF14-AS1",0.72
"FGF14-AS2",0.85
"FGF14-IT1",0.84
"FGF16",0.79
"FGF17",1.52
"FGF18",0.97
"FGF19",0.8
"FGF2",0.81
"FGF20",0.88
"FGF21",1.37
"FGF22",3.41
"FGF23",0.86
"FGF3",0.98
"FGF4",0.89
"FGF5",0.79
"FGF6",0.92
"FGF7",0.74
"FGF7P3",1.08
"FGF7P6",0.95
"FGF8",1.38
"FGF9",0.76
"FGFBP1",0.83
"FGFBP2",1.05
"FGFBP3",1.46
"FGFR1",1.7
"FGFR1OP",1.2
"FGFR1OP2",0.94
"FGFR2",1.14
"FGFR3",3.71
"FGFR4",2.41
"FGFRL1",7.43
"FGG",0.84
"FGGY",0.94
"FGL1",0.91
"FGL2",0.76
"FGR",1
"FH",1.52
"FHAD1",1.02
"FHDC1",1.72
"FHIT",0.9
"FHL1",1.13
"FHL2",2.8
"FHL3",1.59
"FHL5",0.86
"FHOD1",5.42
"FHOD3",0.91
"FIBCD1",2.67
"FIBIN",1.06
"FIBP",2.04
"FICD",6.27
"FIG4",0.99
"FIGLA",0.74
"FIGN",1.15
"FIGNL1",1.62
"FIGNL2",2.22
"FILIP1",0.82
"FILIP1L",0.96
"FIP1L1",1.21
"FIRRE",1.06
"FIS1",8.89
"FITM1",1.09
"FITM2",1.24
"FIZ1",4.37
"FJX1",3.39
"FKBP10",4.72
"FKBP11",4.45
"FKBP14",1.17
"FKBP15",1.43
"FKBP1A",1.86
"FKBP1A-SDCBP2",1.84
"FKBP1AP1",1.75
"FKBP1B",0.85
"FKBP2",27.67
"FKBP3",1.41
"FKBP4",4.98
"FKBP5",1.18
"FKBP6",0.9
"FKBP7",0.89
"FKBP8",3.36
"FKBP9",1.4
"FKBP9P1",0.93
"FKBPL",1.36
"FKRP",3.03
"FKSG29",1.61
"FKTN",0.99
"FLAD1",8.37
"FLCN",2.21
"FLG",0.56
"FLG-AS1",0.64
"FLG2",0.59
"FLI1",0.9
"FLII",5.75
"FLJ10038",2.75
"FLJ12825",0.88
"FLJ13224",13.23
"FLJ16779",1.21
"FLJ20021",3.77
"FLJ21408",1.03
"FLJ22447",0.76
"FLJ22763",0.8
"FLJ23867",2.98
"FLJ25758",1.18
"FLJ27354",0.93
"FLJ30679",2.62
"FLJ31104",1.13
"FLJ31356",7.68
"FLJ32255",1.18
"FLJ33534",1.02
"FLJ34503",0.82
"FLJ36000",0.81
"FLJ36777",0.99
"FLJ37035",1.22
"FLJ37201",0.78
"FLJ37453",2.67
"FLJ37505",0.77
"FLJ38576",2.34
"FLJ40194",0.93
"FLJ40288",0.87
"FLJ41200",0.82
"FLJ41278",0.83
"FLJ42102",0.88
"FLJ42351",1.43
"FLJ42393",3.56
"FLJ42627",6.91
"FLJ42969",0.87
"FLJ43315",0.86
"FLJ44635",0.91
"FLJ45513",1.07
"FLJ46284",0.76
"FLJ46906",1.67
"FLNA",12.71
"FLNB",1.86
"FLNB-AS1",2.2
"FLNC",0.82
"FLOT1",8.17
"FLOT2",5.12
"FLRT1",2.94
"FLRT2",0.74
"FLRT3",0.9
"FLT1",0.82
"FLT3",0.91
"FLT3LG",4.1
"FLT4",1.32
"FLVCR1",1.25
"FLVCR1-AS1",1.54
"FLVCR2",1.01
"FLYWCH1",2.26
"FLYWCH2",2.33
"FMC1",3.01
"FMN1",1.08
"FMN2",0.86
"FMNL1",2.64
"FMNL2",1.05
"FMNL3",1.2
"FMO1",0.81
"FMO2",0.83
"FMO3",0.81
"FMO4",1.06
"FMO5",0.84
"FMO6P",0.76
"FMO9P",0.74
"FMOD",0.73
"FMR1",1.53
"FMR1-AS1",5.13
"FMR1NB",0.85
"FN1",1.19
"FN3K",1.54
"FN3KRP",2.58
"FNBP1",1.63
"FNBP1L",1.08
"FNBP4",2.58
"FNDC1",0.88
"FNDC10",2.69
"FNDC11",3.95
"FNDC3A",1.06
"FNDC3B",1.4
"FNDC4",0.82
"FNDC5",1.43
"FNDC7",0.76
"FNDC8",3.23
"FNDC9",0.8
"FNIP1",1.23
"FNIP2",1.02
"FNTA",1.41
"FNTB",1.33
"FOCAD",1.02
"FOCAD-AS1",2.35
"FOLH1",0.75
"FOLH1B",0.88
"FOLR1",0.94
"FOLR2",3.32
"FOLR3",0.9
"FOPNL",1.27
"FOS",42.04
"FOSB",19.47
"FOSL1",10.67
"FOSL2",8.31
"FOXA1",7.62
"FOXA2",0.95
"FOXA3",1.09
"FOXB1",0.75
"FOXB2",0.73
"FOXC1",2.54
"FOXC2",0.85
"FOXC2-AS1",0.91
"FOXCUT",1.69
"FOXD1",1.63
"FOXD2",1.98
"FOXD2-AS1",3.58
"FOXD3",1.36
"FOXD3-AS1",0.89
"FOXD4",1.47
"FOXD4L1",2.26
"FOXD4L3",3.17
"FOXD4L4",5.06
"FOXD4L5",3.36
"FOXD4L6",2.65
"FOXE1",0.91
"FOXE3",1.65
"FOXF1",1.37
"FOXF2",0.99
"FOXG1",0.87
"FOXG1-AS1",0.79
"FOXH1",7.13
"FOXI1",0.78
"FOXI2",0.91
"FOXI3",0.77
"FOXJ1",1.46
"FOXJ2",1.45
"FOXJ3",1.36
"FOXK1",2.83
"FOXK2",3.06
"FOXL1",0.8
"FOXL2",1.16
"FOXL2NB",0.81
"FOXM1",3.34
"FOXN1",0.88
"FOXN2",1.16
"FOXN3",1.02
"FOXN3-AS1",1.76
"FOXN3-AS2",1.05
"FOXN4",0.82
"FOXO1",1.06
"FOXO3",1.56
"FOXO3B",1.71
"FOXO4",0.85
"FOXO6",3.9
"FOXP1",1.25
"FOXP1-AS1",1.21
"FOXP2",0.76
"FOXP3",2.68
"FOXP4",3.27
"FOXP4-AS1",2.99
"FOXQ1",0.98
"FOXR1",1
"FOXR2",0.99
"FOXRED1",3.61
"FOXRED2",3.19
"FOXS1",1.07
"FPGS",5.84
"FPGT",0.93
"FPGT-TNNI3K",0.81
"FPR1",0.89
"FPR2",0.89
"FPR3",0.86
"FRA10AC1",1.15
"FRAS1",0.83
"FRAT1",2.47
"FRAT2",3.95
"FREM1",0.85
"FREM2",0.93
"FREM3",0.85
"FRG1",0.93
"FRG1BP",0.76
"FRG1CP",0.69
"FRG1DP",0.64
"FRG1HP",1.01
"FRG1JP",0.9
"FRG2",0.84
"FRG2B",0.57
"FRG2C",0.95
"FRG2DP",0.96
"FRG2EP",0.75
"FRG2KP",0.88
"FRGCA",1.08
"FRK",0.99
"FRMD1",1.01
"FRMD3",0.83
"FRMD4A",1
"FRMD4B",0.9
"FRMD5",1.09
"FRMD6",0.92
"FRMD6-AS1",2.86
"FRMD6-AS2",0.75
"FRMD7",0.82
"FRMD8",3.34
"FRMD8P1",0.77
"FRMPD1",0.89
"FRMPD2",0.81
"FRMPD2B",0.78
"FRMPD3",0.95
"FRMPD3-AS1",1.02
"FRMPD4",0.85
"FRRS1",0.92
"FRRS1L",0.78
"FRS2",1.2
"FRS3",1.35
"FRY",0.83
"FRY-AS1",0.82
"FRYL",1.11
"FRZB",0.74
"FSBP",0.87
"FSCB",0.67
"FSCN1",5.32
"FSCN2",12.75
"FSCN3",1.5
"FSD1",3.86
"FSD1L",0.83
"FSD2",1.17
"FSHB",0.64
"FSHR",0.85
"FSIP1",0.82
"FSIP2",0.86
"FSIP2-AS1",0.9
"FST",0.98
"FSTL1",0.77
"FSTL3",8.08
"FSTL4",0.85
"FSTL5",0.8
"FTCD",1.64
"FTCDNL1",0.91
"FTH1",15.71
"FTH1P18",0.94
"FTH1P3",5.13
"FTHL17",0.99
"FTL",8.94
"FTLP10",0.87
"FTMT",0.59
"FTO",1.05
"FTO-IT1",1.11
"FTSJ1",2.8
"FTSJ3",13.35
"FTX",1.27
"FUBP1",3.11
"FUBP3",2.45
"FUCA1",1.24
"FUCA2",2.98
"FUK",6.74
"FUNDC1",1.29
"FUNDC2",1.14
"FUNDC2P2",0.71
"FUOM",1.58
"FURIN",2.8
"FUS",14.21
"FUT1",3.65
"FUT10",1.1
"FUT11",5.07
"FUT2",1.66
"FUT3",2.02
"FUT4",1.13
"FUT5",0.91
"FUT6",1.7
"FUT7",10.21
"FUT8",1.19
"FUT8-AS1",2.57
"FUT9",1
"FUZ",5.05
"FXN",1.54
"FXR1",1.43
"FXR2",2.14
"FXYD1",0.89
"FXYD2",0.8
"FXYD3",11.65
"FXYD4",0.95
"FXYD5",1.34
"FXYD6",0.87
"FXYD6-FXYD2",0.88
"FXYD7",1.19
"FYB",0.81
"FYCO1",2.05
"FYN",0.87
"FYTTD1",0.9
"FZD1",1.47
"FZD10",0.99
"FZD10-AS1",0.78
"FZD2",1.33
"FZD3",0.98
"FZD4",2.21
"FZD5",1.61
"FZD6",1.64
"FZD7",3.02
"FZD8",1.76
"FZD9",2.15
"FZR1",8.31
"G0S2",0.86
"G2E3",1.12
"G3BP1",1.5
"G3BP2",1.52
"G6PC",1.13
"G6PC2",0.81
"G6PC3",3.18
"G6PD",5.34
"GAA",3.65
"GAB1",1.04
"GAB2",1.12
"GAB3",0.85
"GAB4",0.93
"GABARAP",6.41
"GABARAPL1",1.31
"GABARAPL2",2.09
"GABARAPL3",0.77
"GABBR1",1.39
"GABBR2",0.82
"GABPA",1.12
"GABPB1",1.07
"GABPB1-AS1",5.11
"GABPB2",1.27
"GABRA1",0.73
"GABRA2",0.87
"GABRA3",0.86
"GABRA4",0.83
"GABRA5",0.92
"GABRA6",0.85
"GABRB1",0.86
"GABRB2",0.82
"GABRB3",0.92
"GABRD",0.99
"GABRE",0.84
"GABRG1",0.87
"GABRG2",0.82
"GABRG3",0.88
"GABRG3-AS1",0.81
"GABRP",0.76
"GABRQ",0.82
"GABRR1",0.84
"GABRR2",0.86
"GABRR3",0.78
"GACAT1",0.77
"GACAT2",1.2
"GACAT3",0.79
"GAD1",1.31
"GAD2",0.81
"GADD45A",4.89
"GADD45B",9.18
"GADD45G",2.79
"GADD45GIP1",4.69
"GADL1",0.78
"GAGE1",0.69
"GAGE10",0.86
"GAGE12B",0.65
"GAGE12C",0.65
"GAGE12D",0.65
"GAGE12F",0.99
"GAGE12G",0.99
"GAGE12I",0.99
"GAGE12J",0.85
"GAGE13",0.8
"GAGE2A",0.68
"GAGE2B",0.68
"GAGE2C",0.68
"GAGE2D",0.8
"GAGE2E",0.8
"GAGE4",0.99
"GAGE5",0.99
"GAGE6",0.99
"GAGE7",0.99
"GAGE8",0.8
"GAK",2.51
"GAL",3.3
"GAL3ST1",1.29
"GAL3ST2",1.14
"GAL3ST3",0.82
"GAL3ST4",2.68
"GALC",0.82
"GALE",12.54
"GALK1",2.97
"GALK2",1.11
"GALM",1.12
"GALNS",25.29
"GALNT1",0.96
"GALNT10",1.39
"GALNT11",1.55
"GALNT12",0.97
"GALNT13",0.8
"GALNT14",1.24
"GALNT15",0.75
"GALNT16",0.95
"GALNT18",1.22
"GALNT2",1.5
"GALNT3",1.23
"GALNT4",1.94
"GALNT5",0.79
"GALNT6",4.47
"GALNT7",1.21
"GALNT8",0.84
"GALNT9",1.05
"GALNTL5",0.82
"GALNTL6",0.82
"GALP",0.86
"GALR1",0.96
"GALR2",11.69
"GALR3",4.95
"GALT",1.21
"GAMT",10.64
"GAN",1.55
"GANAB",5.41
"GANC",0.93
"GAP43",0.79
"GAPDH",16.15
"GAPDHS",5.91
"GAPLINC",1.26
"GAPT",0.66
"GAPVD1",1.44
"GAR1",1.46
"GAREM1",1.01
"GAREM2",1.54
"GARNL3",1.07
"GARS",1.26
"GART",1.38
"GAS1",0.82
"GAS1RR",0.77
"GAS2",0.84
"GAS2L1",6.17
"GAS2L1P2",0.79
"GAS2L2",1.53
"GAS2L3",1.13
"GAS5",2.48
"GAS5-AS1",6.51
"GAS6",1.32
"GAS6-AS1",1.36
"GAS6-AS2",1.02
"GAS7",0.88
"GAS8",2.04
"GAS8-AS1",1.55
"GAST",1.1
"GATA1",1.76
"GATA2",2.94
"GATA2-AS1",1
"GATA3",8.71
"GATA3-AS1",2.97
"GATA4",1.01
"GATA5",0.85
"GATA6",1.22
"GATA6-AS1",0.81
"GATAD1",2.38
"GATAD2A",3.13
"GATAD2B",1.58
"GATB",1.19
"GATC",4.92
"GATM",0.92
"GATS",2.72
"GATSL2",2.2
"GATSL3",7.23
"GBA",5.01
"GBA2",2.93
"GBA3",0.89
"GBAP1",3.69
"GBAS",1.81
"GBAT2",2.72
"GBE1",0.97
"GBF1",1.56
"GBGT1",2.76
"GBP1",0.82
"GBP1P1",0.9
"GBP2",0.91
"GBP3",0.97
"GBP4",0.82
"GBP5",0.81
"GBP6",0.8
"GBP7",0.86
"GBX1",1.32
"GBX2",2.75
"GC",0.87
"GCA",0.95
"GCAT",6.7
"GCC1",1.62
"GCC2",1.59
"GCC2-AS1",1.39
"GCDH",3.45
"GCFC2",1.16
"GCG",0.69
"GCGR",1.34
"GCH1",1.17
"GCHFR",5.19
"GCK",0.81
"GCKR",0.77
"GCLC",1.55
"GCLM",1.24
"GCM1",0.83
"GCM2",0.72
"GCN1",3.36
"GCNA",1.34
"GCNT1",1.26
"GCNT2",0.94
"GCNT3",0.77
"GCNT4",0.78
"GCNT7",1.54
"GCOM1",1.01
"GCSAM",0.98
"GCSAML",0.81
"GCSAML-AS1",0.86
"GCSH",2.05
"GCSHP3",1.17
"GDA",0.9
"GDAP1",1.22
"GDAP1L1",0.99
"GDAP2",0.91
"GDE1",1.47
"GDF1",6
"GDF10",0.92
"GDF11",4.41
"GDF15",5.72
"GDF2",0.7
"GDF3",0.82
"GDF5",1.28
"GDF6",0.74
"GDF7",2.5
"GDF9",1.53
"GDI1",2.64
"GDI2",1.94
"GDNF",0.87
"GDNF-AS1",0.82
"GDPD1",0.88
"GDPD2",1.39
"GDPD3",4.68
"GDPD4",0.73
"GDPD5",1.21
"GDPGP1",2.09
"GEM",1.17
"GEMIN2",0.94
"GEMIN4",4.18
"GEMIN5",1.38
"GEMIN6",0.82
"GEMIN7",4.13
"GEMIN8",1.34
"GEMIN8P4",1.23
"GEN1",1.31
"GET4",3.85
"GFAP",1.16
"GFER",12.07
"GFI1",1.64
"GFI1B",0.98
"GFM1",1.51
"GFM2",1.36
"GFOD1",1.13
"GFOD2",1.66
"GFPT1",1.3
"GFPT2",1.39
"GFRA1",1.64
"GFRA2",1.04
"GFRA3",1.13
"GFRA4",0.87
"GFRAL",0.85
"GFY",1.31
"GGA1",5.74
"GGA2",2.89
"GGA3",5.43
"GGACT",1.03
"GGCT",1.44
"GGCX",6.76
"GGH",1.18
"GGN",5.76
"GGNBP1",0.89
"GGNBP2",1.75
"GGPS1",2.28
"GGT1",1.3
"GGT3P",0.94
"GGT5",1.04
"GGT6",2.29
"GGT7",1.28
"GGT8P",0.92
"GGTA1P",0.99
"GGTLC1",0.92
"GGTLC2",0.87
"GH1",0.69
"GH2",0.96
"GHDC",1.68
